prop	clks	bids	imps	budget	spend	algo	para	revenue	roi	campaign
16	56	52976	19979	2134985	2135087	lin	240	4501864.36082	2.10864009264	3358
16	53	51019	19884	2134985	2135020	lin	250	4146398.14507	1.94221329462	3358
16	53	49490	19839	2134985	2135130	lin	260	4146387.14507	1.94219813493	3358
16	52	47880	19727	2134985	2135056	lin	270	4027806.40648	1.8865957238	3358
16	50	46466	19644	2134985	2135045	lin	280	3790765.92931	1.77555851077	3358
16	45	45059	19554	2134985	2135062	lin	290	3198314.23638	1.4981454128	3358
16	45	43975	19499	2134985	2135005	lin	300	3198265.23638	1.49808807558	3358
16	45	42900	19441	2134985	2135007	lin	310	3198336.23638	1.4981711569	3358
16	43	41917	19380	2134985	2135031	lin	320	2961221.7592	1.38704628538	3358
16	43	41056	19295	2134985	2134994	lin	330	2961268.7592	1.38709883726	3358
16	43	40190	19258	2134985	2135052	lin	340	2961341.7592	1.38718046498	3358
16	42	39359	19217	2134985	2135166	lin	350	2842655.02062	1.33147679334	3358
16	40	38590	19155	2134985	2135033	lin	360	2605644.54345	1.22047384989	3358
16	40	37911	19103	2134985	2135018	lin	370	2605826.54345	1.2206631572	3358
16	40	37273	19059	2134985	2134990	lin	380	2605727.54345	1.22056017834	3358
16	40	36629	19047	2134985	2135151	lin	390	2605674.54345	1.22050505217	3358
16	40	36019	19006	2134985	2135123	lin	400	2605728.54345	1.22056121848	3358
16	40	33719	18874	2134985	2135046	lin	450	2605605.54345	1.22043328823	3358
16	39	31921	18818	2134985	2135155	lin	500	2487167.80486	1.1650005386	3358
16	34	30550	18801	2134985	2135104	lin	550	1894612.11193	0.887452280624	3358
16	34	29268	18732	2134985	2135032	lin	600	1894588.11193	0.887431062497	3358
16	31	28219	18717	2134985	2135120	lin	650	1539084.89617	0.720926077147	3358
16	31	27316	18659	2134985	2135152	lin	700	1539040.89617	0.720890609359	3358
16	31	26629	18621	2134985	2135047	lin	750	1539147.89617	0.720976863116	3358
16	144	186304	29182	2134985	2135015	mcpc	1	14931140.3564	6.99356732582	3358
16	0	300928	31	2134985	31	const	2	-31.0	-1.0	3358
16	0	300928	107	2134985	238	const	4	-238.0	-1.0	3358
16	0	300928	1027	2134985	4435	const	6	-4435.0	-1.0	3358
16	0	300928	1285	2134985	6163	const	8	-6163.0	-1.0	3358
16	0	300928	1884	2134985	11242	const	10	-11242.0	-1.0	3358
